Â¼Òô,ÒµÎñ,Â¼Òô,±ê×¢
310,meida,english\dzdm\X5\X5-11-DZ\F012\F012_102.wav,play the ipod
311,meida,english\dzdm\X5\X5-11-DZ\F012\F012_103.wav,ipod
312,meida,english\dzdm\X5\X5-11-DZ\F012\F012_104.wav,play god is a girl in usb
313,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_105.wav,please call fabio china
314,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_106.wav,please call fabory fanny
315,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_107.wav,please call fabory mehdi
316,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_108.wav,call father
317,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_109.wav,call fedex
318,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_110.wav,call feetinsky
319,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_111.wav,call frankie
320,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_112.wav,call gps
321,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_113.wav,call grandma
322,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_114.wav,please ring gtg
323,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_115.wav,please ring handsome
324,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_116.wav,please ring haroon
325,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_117.wav,please ring henry
326,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_118.wav,please ring home
327,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_119.wav,please ring htc
328,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_120.wav,ring ice
329,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_121.wav,ring ilan
330,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_122.wav,ring insert
331,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_123.wav,ring isabelle
332,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_124.wav,ring jason
333,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_125.wav,ring jeff z
334,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_126.wav,please dial jenifer
335,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_127.wav,please dial jerry
336,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_128.wav,please dial joyce
337,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_129.wav,please dial julia
338,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_130.wav,please dial julian
339,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_131.wav,please dial k f c
340,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_132.wav,dial kees
341,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_133.wav,dial kevin
342,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_134.wav,dial kiel
343,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_135.wav,dial kitty
344,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_136.wav,dial laura
345,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_137.wav,dial lisa
346,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_138.wav,ring up love me immediately
347,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_139.wav,ring up luisa immediately
348,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_141.wav,ring up manoj ananta immediately
349,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_142.wav,ring up maria fernandez immediately
350,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_143.wav,ring up mark immediately
351,telephone,english\dzdm\X5\X5-11-DZ\F012\F012_144.wav,please make a phone call to masud target
352,map,english\dzdm\X5\X5-11-DZ\F012\F012_145.wav,navigate to vienna international hotel parking lot entrance and exit
353,map,english\dzdm\X5\X5-11-DZ\F012\F012_146.wav,navigate to china testing institute of electronic products
354,map,english\dzdm\X5\X5-11-DZ\F012\F012_147.wav,navigate to research institute of tv and electro acoustics
355,map,english\dzdm\X5\X5-11-DZ\F012\F012_148.wav,navigate to china electronics technology group corporation number three institute
356,map,english\dzdm\X5\X5-11-DZ\F012\F012_149.wav,navigate to post and telecommunication industry products quality supervision and inspection center
357,map,english\dzdm\X5\X5-11-DZ\F012\F012_150.wav,navigate to little angel art kindergarten
358,map,english\dzdm\X5\X5-11-DZ\F012\F012_151.wav,i want to go to china welfare lottery
359,map,english\dzdm\X5\X5-11-DZ\F012\F012_152.wav,i want to go to china sports lottery
360,map,english\dzdm\X5\X5-11-DZ\F012\F012_153.wav,i want to go to diligent dental
361,map,english\dzdm\X5\X5-11-DZ\F012\F012_154.wav,i want to go to old beijing tradition clay oven rolls
362,map,english\dzdm\X5\X5-11-DZ\F012\F012_155.wav,i want to find trust mart spicy hot pot
363,map,english\dzdm\X5\X5-11-DZ\F012\F012_156.wav,i want to find right way real estate
364,map,english\dzdm\X5\X5-11-DZ\F012\F012_157.wav,i want to find electron qiuchang road community residents' committee
365,map,english\dzdm\X5\X5-11-DZ\F012\F012_158.wav,i want to find electron court community
366,map,english\dzdm\X5\X5-11-DZ\F012\F012_159.wav,i want to find a little sunshine bar baby wardrobe
367,map,english\dzdm\X5\X5-11-DZ\F012\F012_160.wav,i want to find old beijing spring pancake store
368,map,english\dzdm\X5\X5-11-DZ\F012\F012_161.wav,i want to go to korean fast food restaurant
369,map,english\dzdm\X5\X5-11-DZ\F012\F012_162.wav,i want to go to seven star
370,map,english\dzdm\X5\X5-11-DZ\F012\F012_163.wav,i want to go to yangzhou restaurant
371,map,english\dzdm\X5\X5-11-DZ\F012\F012_164.wav,i want to go to show house
372,map,english\dzdm\X5\X5-11-DZ\F012\F012_165.wav,i want to go to north china photo electric
373,map,english\dzdm\X5\X5-11-DZ\F012\F012_166.wav,i want to get to newsstand
374,map,english\dzdm\X5\X5-11-DZ\F012\F012_167.wav,i want to get to england time cake shop
375,map,english\dzdm\X5\X5-11-DZ\F012\F012_168.wav,i want to get to tom sweet
376,map,english\dzdm\X5\X5-11-DZ\F012\F012_169.wav,i want to get to bus parking lot
377,map,english\dzdm\X5\X5-11-DZ\F012\F012_170.wav,i want to get to third space homeland parking lot
378,map,english\dzdm\X5\X5-11-DZ\F012\F012_171.wav,i want to get to cathay view holiday hotel
379,map,english\dzdm\X5\X5-11-DZ\F012\F012_172.wav,go to modern billiards assembly hall
380,map,english\dzdm\X5\X5-11-DZ\F012\F012_173.wav,go to sunny new trunk
381,map,english\dzdm\X5\X5-11-DZ\F012\F012_174.wav,go to fortune garden
382,map,english\dzdm\X5\X5-11-DZ\F012\F012_175.wav,go to chinese national orchestra
383,map,english\dzdm\X5\X5-11-DZ\F012\F012_176.wav,go to chinese national orchestra national concert hall
384,map,english\dzdm\X5\X5-11-DZ\F012\F012_177.wav,go to united hotel
385,map,english\dzdm\X5\X5-11-DZ\F012\F012_178.wav,find tourism institute of beijing union university
386,map,english\dzdm\X5\X5-11-DZ\F012\F012_179.wav,find chinese artists association ceramics art committee
387,map,english\dzdm\X5\X5-11-DZ\F012\F012_180.wav,find china sculpture research centre
388,map,english\dzdm\X5\X5-11-DZ\F012\F012_181.wav,find beijing union university parking lot
389,map,english\dzdm\X5\X5-11-DZ\F012\F012_182.wav,find hospital of beijing union university
390,map,english\dzdm\X5\X5-11-DZ\F012\F012_183.wav,find kefir fresh milk tea
391,map,english\dzdm\X5\X5-11-DZ\F012\F012_184.wav,i want to drive to the cest han cafe
392,map,english\dzdm\X5\X5-11-DZ\F012\F012_185.wav,i want to drive to the elements hotel
393,map,english\dzdm\X5\X5-11-DZ\F012\F012_186.wav,i want to drive to the north america office park
394,map,english\dzdm\X5\X5-11-DZ\F012\F012_187.wav,i want to drive to the north america office park block d
395,map,english\dzdm\X5\X5-11-DZ\F012\F012_188.wav,i want to drive to the green vision gallery
396,map,english\dzdm\X5\X5-11-DZ\F012\F012_189.wav,i want to drive to the classical artistic gallery
397,map,english\dzdm\X5\X5-11-DZ\F012\F012_190.wav,i want to drive to china women's university
398,map,english\dzdm\X5\X5-11-DZ\F012\F012_191.wav,i want to drive to beijing conference center
399,map,english\dzdm\X5\X5-11-DZ\F012\F012_192.wav,i want to drive to beijing pasturage terminal
400,map,english\dzdm\X5\X5-11-DZ\F012\F012_193.wav,i want to drive to beijing feed stuff monitor house
401,map,english\dzdm\X5\X5-11-DZ\F012\F012_194.wav,i want to drive to panda pet house
402,map,english\dzdm\X5\X5-11-DZ\F012\F012_195.wav,i want to drive to coffee way
403,map,english\dzdm\X5\X5-11-DZ\F012\F012_196.wav,take me to the nearest northwest flavor snack
404,map,english\dzdm\X5\X5-11-DZ\F012\F012_197.wav,take me to the nearest great wall lenovo computer
405,map,english\dzdm\X5\X5-11-DZ\F012\F012_198.wav,take me to the nearest great wall
406,map,english\dzdm\X5\X5-11-DZ\F012\F012_199.wav,take me to the nearest palace museum
407,map,english\dzdm\X5\X5-11-DZ\F012\F012_200.wav,take me to the nearest shanghai
408,map,english\dzdm\X5\X5-11-DZ\F012\F012_201.wav,take me to the nearest beijing
409,map,english\dzdm\X5\X5-11-DZ\F012\F012_202.wav,the nearest guangzhou
410,map,english\dzdm\X5\X5-11-DZ\F012\F012_203.wav,the nearest tianjin
411,map,english\dzdm\X5\X5-11-DZ\F012\F012_204.wav,the nearest shenzhen
412,map,english\dzdm\X5\X5-11-DZ\F012\F012_205.wav,the nearest chongqing
413,map,english\dzdm\X5\X5-11-DZ\F012\F012_206.wav,the nearest suzhou
414,map,english\dzdm\X5\X5-11-DZ\F012\F012_207.wav,the nearest chengdu
415,map,english\dzdm\X5\X5-11-DZ\F012\F012_208.wav,go to the nearest wuhan
416,map,english\dzdm\X5\X5-11-DZ\F012\F012_209.wav,go to the nearest hangzhou
417,map,english\dzdm\X5\X5-11-DZ\F012\F012_210.wav,go to the nearest shenyang
418,map,english\dzdm\X5\X5-11-DZ\F012\F012_211.wav,go to the nearest nanjing
419,map,english\dzdm\X5\X5-11-DZ\F012\F012_212.wav,go to the nearest peking
420,map,english\dzdm\X5\X5-11-DZ\F012\F012_213.wav,go to the nearest peking university southwest gate
421,map,english\dzdm\X5\X5-11-DZ\F012\F012_214.wav,navigate to the nearest tsinghua university parking lot
422,scheduled_destination,english\dzdm\X5\X5-12-DZ\F013\F013_001.wav,i want to check agenda on spring festival
423,scheduled_destination,english\dzdm\X5\X5-12-DZ\F013\F013_002.wav,i want to check schedule on new year's day
424,scheduled_destination,english\dzdm\X5\X5-12-DZ\F013\F013_003.wav,i want to check my agenda on women's day
425,scheduled_destination,english\dzdm\X5\X5-12-DZ\F013\F013_004.wav,i want to check my schedule on december second
426,scheduled_destination,english\dzdm\X5\X5-12-DZ\F013\F013_005.wav,i want to check agenda on november fourth
427,scheduled_destination,english\dzdm\X5\X5-12-DZ\F013\F013_006.wav,i want to check schedule on october seventh
428,news,english\dzdm\X5\X5-12-DZ\F013\F013_007.wav,i want to view some economic news
429,news,english\dzdm\X5\X5-12-DZ\F013\F013_008.wav,i want to view some social news
430,news,english\dzdm\X5\X5-12-DZ\F013\F013_009.wav,i want to view some society news
431,news,english\dzdm\X5\X5-12-DZ\F013\F013_010.wav,i want to view some politics news
432,news,english\dzdm\X5\X5-12-DZ\F013\F013_011.wav,i want to view some entertainment news
433,news,english\dzdm\X5\X5-12-DZ\F013\F013_012.wav,i want to view some technology news
434,news,english\dzdm\X5\X5-12-DZ\F013\F013_013.wav,i want to view some military news
435,news,english\dzdm\X5\X5-12-DZ\F013\F013_014.wav,i want to check some comprehensive news
436,traffic,english\dzdm\X5\X5-12-DZ\F013\F013_015.wav,is there a traffic jam on beijing middle road first alley
437,traffic,english\dzdm\X5\X5-12-DZ\F013\F013_016.wav,is there a traffic jam on middle street second alley
438,traffic,english\dzdm\X5\X5-12-DZ\F013\F013_017.wav,first middle road's traffic
439,traffic,english\dzdm\X5\X5-12-DZ\F013\F013_018.wav,twelfth road's traffic
440,traffic,english\dzdm\X5\X5-12-DZ\F013\F013_019.wav,area one main second road's traffic
441,traffic,english\dzdm\X5\X5-12-DZ\F013\F013_020.wav,area one main fourth road's traffic
442,traffic,english\dzdm\X5\X5-12-DZ\F013\F013_021.wav,number one road's traffic
443,traffic,english\dzdm\X5\X5-12-DZ\F013\F013_022.wav,shenzhen street's traffic
444,traffic,english\dzdm\X5\X5-12-DZ\F013\F013_023.wav,chongqing south street's traffic
445,help,english\dzdm\X5\X5-12-DZ\F013\F013_024.wav,instructions about telephone
446,help,english\dzdm\X5\X5-12-DZ\F013\F013_025.wav,instructions about navigation
447,help,english\dzdm\X5\X5-12-DZ\F013\F013_026.wav,instructions about radio
448,help,english\dzdm\X5\X5-12-DZ\F013\F013_027.wav,instructions about music
449,help,english\dzdm\X5\X5-12-DZ\F013\F013_028.wav,instructions about system
450,help,english\dzdm\X5\X5-12-DZ\F013\F013_029.wav,instructions about traffic
451,help,english\dzdm\X5\X5-12-DZ\F013\F013_030.wav,instructions about agenda
452,help,english\dzdm\X5\X5-12-DZ\F013\F013_031.wav,can you tell me how to use the voice
453,help,english\dzdm\X5\X5-12-DZ\F013\F013_032.wav,can you tell me how to use the function
454,help,english\dzdm\X5\X5-12-DZ\F013\F013_033.wav,can you tell me how to use the media
455,cmd,english\dzdm\X5\X5-12-DZ\F013\F013_034.wav,select the last one
456,cmd,english\dzdm\X5\X5-12-DZ\F013\F013_035.wav,choose the first one
457,cmd,english\dzdm\X5\X5-12-DZ\F013\F013_036.wav,choose the second one
458,cmd,english\dzdm\X5\X5-12-DZ\F013\F013_037.wav,choose the third one
459,cmd,english\dzdm\X5\X5-12-DZ\F013\F013_038.wav,choose the fourth one
460,cmd,english\dzdm\X5\X5-12-DZ\F013\F013_039.wav,choose the fifth one
461,cmd,english\dzdm\X5\X5-12-DZ\F013\F013_040.wav,choose the sixth one
462,cmd,english\dzdm\X5\X5-12-DZ\F013\F013_041.wav,choose the last one
463,cmd,english\dzdm\X5\X5-12-DZ\F013\F013_042.wav,the first line
464,cmd,english\dzdm\X5\X5-12-DZ\F013\F013_043.wav,the second line
465,wether,english\dzdm\X5\X5-12-DZ\F013\F013_044.wav,excuse me what s the weather like in chengdu now
466,wether,english\dzdm\X5\X5-12-DZ\F013\F013_045.wav,excuse me what s the weather like in suzhou now
467,wether,english\dzdm\X5\X5-12-DZ\F013\F013_046.wav,excuse me what s the weather like in wuhan now
468,wether,english\dzdm\X5\X5-12-DZ\F013\F013_047.wav,excuse me what s the weather like in chongqing
469,wether,english\dzdm\X5\X5-12-DZ\F013\F013_048.wav,excuse me what s the weather like in hangzhou
470,wether,english\dzdm\X5\X5-12-DZ\F013\F013_049.wav,excuse me what s the weather like in shenyang
471,wether,english\dzdm\X5\X5-12-DZ\F013\F013_050.wav,excuse me what s the weather like in nanjing
472,wether,english\dzdm\X5\X5-12-DZ\F013\F013_051.wav,excuse me what s the weather like in peking
473,wether,english\dzdm\X5\X5-12-DZ\F013\F013_052.wav,what s the weather like in shanghai now
474,wether,english\dzdm\X5\X5-12-DZ\F013\F013_053.wav,what s the weather like in beijing now
475,wether,english\dzdm\X5\X5-12-DZ\F013\F013_054.wav,what s the weather like in guangzhou now
476,wether,english\dzdm\X5\X5-12-DZ\F013\F013_055.wav,what s the weather like in shenzhen now
477,wether,english\dzdm\X5\X5-12-DZ\F013\F013_056.wav,what s the weather like in tianjin now
478,wether,english\dzdm\X5\X5-12-DZ\F013\F013_057.wav,what s the weather like in chengdu
479,wether,english\dzdm\X5\X5-12-DZ\F013\F013_058.wav,what s the weather like in suzhou
480,wether,english\dzdm\X5\X5-12-DZ\F013\F013_059.wav,what s the weather like in wuhan
481,wether,english\dzdm\X5\X5-12-DZ\F013\F013_060.wav,what s the weather like in chongqing
482,wether,english\dzdm\X5\X5-12-DZ\F013\F013_061.wav,what s the weather like in hangzhou
483,wether,english\dzdm\X5\X5-12-DZ\F013\F013_062.wav,check shenyang's weather
484,radio,english\dzdm\X5\X5-12-DZ\F013\F013_063.wav,i would like to hear the radio station am nine three six
485,radio,english\dzdm\X5\X5-12-DZ\F013\F013_064.wav,i would like to hear the radio station am nine four five
486,radio,english\dzdm\X5\X5-12-DZ\F013\F013_065.wav,i would like to hear the radio station am nine five four
487,radio,english\dzdm\X5\X5-12-DZ\F013\F013_066.wav,i would like to hear am nine six three
488,radio,english\dzdm\X5\X5-12-DZ\F013\F013_067.wav,i would like to hear am nine seven two
489,radio,english\dzdm\X5\X5-12-DZ\F013\F013_068.wav,i would like to hear am nine eight one
490,radio,english\dzdm\X5\X5-12-DZ\F013\F013_069.wav,i would like to hear the radio station fm nine zero
491,radio,english\dzdm\X5\X5-12-DZ\F013\F013_070.wav,i would like to hear the radio station fm eight eight
492,radio,english\dzdm\X5\X5-12-DZ\F013\F013_071.wav,i would like to hear fm one hundred and six point four
493,radio,english\dzdm\X5\X5-12-DZ\F013\F013_072.wav,i would like to hear fm nine two point four
494,radio,english\dzdm\X5\X5-12-DZ\F013\F013_073.wav,i would like to hear fm ninety point five
495,radio,english\dzdm\X5\X5-12-DZ\F013\F013_074.wav,i would like to listen to the radio station am six eight four
496,radio,english\dzdm\X5\X5-12-DZ\F013\F013_075.wav,i would like to listen to the radio station am six nine three
497,radio,english\dzdm\X5\X5-12-DZ\F013\F013_076.wav,i would like to listen to the radio station am seven zero two
498,radio,english\dzdm\X5\X5-12-DZ\F013\F013_077.wav,i would like to listen to am seven one one
499,radio,english\dzdm\X5\X5-12-DZ\F013\F013_078.wav,i would like to listen to am seven two zero
500,radio,english\dzdm\X5\X5-12-DZ\F013\F013_079.wav,i would like to listen to am eight hundred and ninety one
501,radio,english\dzdm\X5\X5-12-DZ\F013\F013_080.wav,i would like to listen to the radio station fm one hundred and seven point four
502,radio,english\dzdm\X5\X5-12-DZ\F013\F013_081.wav,i would like to listen to the radio station fm eighty nine point five
503,radio,english\dzdm\X5\X5-12-DZ\F013\F013_082.wav,i would like to listen to fm one hundred and five point five
504,radio,english\dzdm\X5\X5-12-DZ\F013\F013_083.wav,i would like to listen to fm ninety point eight
505,meida,english\dzdm\X5\X5-12-DZ\F013\F013_084.wav,play try everything in usb
506,meida,english\dzdm\X5\X5-12-DZ\F013\F013_085.wav,play blue in usb
507,meida,english\dzdm\X5\X5-12-DZ\F013\F013_086.wav,play song from a secret garden
508,meida,english\dzdm\X5\X5-12-DZ\F013\F013_087.wav,play hard out here
509,meida,english\dzdm\X5\X5-12-DZ\F013\F013_088.wav,play innocence
510,meida,english\dzdm\X5\X5-12-DZ\F013\F013_089.wav,i want to listen to yesterday once more in usb
511,meida,english\dzdm\X5\X5-12-DZ\F013\F013_090.wav,i want to listen to booty music in usb
512,meida,english\dzdm\X5\X5-12-DZ\F013\F013_091.wav,i want to listen to trouble maker in usb
513,meida,english\dzdm\X5\X5-12-DZ\F013\F013_092.wav,i want to listen to poker face
514,meida,english\dzdm\X5\X5-12-DZ\F013\F013_093.wav,i want to listen to love me like you do
515,meida,english\dzdm\X5\X5-12-DZ\F013\F013_094.wav,i want to listen to boyfriend
516,meida,english\dzdm\X5\X5-12-DZ\F013\F013_095.wav,i would like to listen to call me maybe in usb
517,meida,english\dzdm\X5\X5-12-DZ\F013\F013_096.wav,i would like to listen to nothing's gonna change my love for you in usb
518,meida,english\dzdm\X5\X5-12-DZ\F013\F013_097.wav,i would like to listen to immortals in usb
519,meida,english\dzdm\X5\X5-12-DZ\F013\F013_098.wav,i would like to listen to someone like you
520,meida,english\dzdm\X5\X5-12-DZ\F013\F013_099.wav,i would like to listen to everybody hurts
521,meida,english\dzdm\X5\X5-12-DZ\F013\F013_100.wav,i would like to listen to the show
522,meida,english\dzdm\X5\X5-12-DZ\F013\F013_102.wav,play song the phoenix in usb
523,meida,english\dzdm\X5\X5-12-DZ\F013\F013_103.wav,play song pastorale in usb
