nli_text,mode,nli_out_result
打开QQ音乐,local,"{""answer"":{""text"":""qq音乐已经打开""},""data"":{""result"":null},""demand_semantic"":{""name"":""qq音乐"",""operation"":""LAUNCH"",""service"":""app""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.031"",""org_sent"":""打开QQ音乐"",""trim_sent"":""打开qq音乐"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
关闭,local,"{""data"":{""result"":null},""demand_semantic"":{""insType"":""CLOSE"",""service"":""musicX""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":""true"",""nlp_match_info"":""--"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""关闭"",""state_winner"":null,""trim_sent"":""关闭"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
检查胎压,local,"{""data"":{""result"":null},""demand_semantic"":null,""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""检查胎压"",""trim_sent"":""检查胎压"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""fg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
包河万达附近有什么酒店,local,"{""answer"":{""text"":""没有为您找到酒店请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""酒店"",""landmark.ori_loc"":""包河万达"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-----------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""包河万达附近有什么酒店"",""state_winner"":null,""trim_sent"":""包河万达附近有什么酒店"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""fg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
要5星级的,local,"{""answer"":{""text"":""没有为您找到酒店请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""酒店"",""landmark.ori_loc"":""包河万达"",""operation"":""QUERY"",""property.hotelLvl"":""5星级"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""-----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""要5星级的"",""state_winner"":null,""trim_sent"":""要5星级的"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
高新区有什么五星级酒店吗,local,"{""answer"":{""text"":""没有为您找到酒店请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""酒店"",""landmark.ori_loc"":""高新区"",""property.hotelLvl"":""五星级"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""------------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""高新区有什么五星级酒店吗"",""state_winner"":null,""trim_sent"":""高新区有什么五星级酒店吗"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
下一页,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""PAGE_RANK"",""pageRank.direct"":""++"",""pageRank.offset"":""一"",""pageRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""下一页"",""state_winner"":null,""trim_sent"":""下一页"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
音乐关闭,local,"{""data"":{""result"":null},""demand_semantic"":{""insType"":""CLOSE_MUSIC"",""service"":""musicX""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""音乐关闭"",""state_winner"":null,""trim_sent"":""音乐关闭"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
打开近光灯,local,"{""data"":{""result"":null},""demand_semantic"":{""name"":""近光灯"",""operation"":""OPEN"",""service"":""carControl""},""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""打开近光灯"",""trim_sent"":""打开近光灯"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
把车窗关起来,local,"{""data"":{""result"":null},""demand_semantic"":{""name"":""窗户"",""operation"":""CLOSE"",""service"":""carControl""},""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""把车窗关起来"",""trim_sent"":""把车窗关起来"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
帮我看一下还有多少油,local,"{""data"":{""result"":null},""demand_semantic"":null,""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""----------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""帮我看一下还有多少油"",""trim_sent"":""帮我看一下还有多少油"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
今天回家的路况怎么样,local,"{""rc"":4,""text"":""今天回家的路况怎么样"",""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
我想去附近的饭店吃饭,local,"{""answer"":{""text"":""没有为您找到饭店请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""饭店"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""--------##"",""nlp_match_score"":""0.800"",""nlp_score"":""-1.999"",""org_sent"":""我想去附近的饭店吃饭"",""state_winner"":null,""trim_sent"":""我想去附近的饭店吃饭"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
最便宜的,local,"{""answer"":{""text"":""饭店有多个相关结果，请问您选哪一个""},""data"":{""result"":[{""address"":"""
退出导航,local,"{""data"":{""result"":null},""demand_semantic"":{""insType"":""CLOSE_MAP"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""退出导航"",""state_winner"":null,""trim_sent"":""退出导航"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
继续导航,local,"{""rc"":4,""text"":""继续导航"",""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
前方有几个红绿灯路口,local,"{""answer"":{""text"":""DEFAULT""},""data"":{""result"":null},""demand_semantic"":{""naviInfo"":""TRAFFIC_LIGHT_NUM"",""service"":""mapU""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""##------##"",""nlp_match_score"":""0.600"",""nlp_score"":""-3.999"",""org_sent"":""前方有几个红绿灯路口"",""state_winner"":null,""trim_sent"":""前方有几个红绿灯路口"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
我想听一首舒缓的音乐,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""PLAY"",""service"":""musicX"",""tags"":""舒缓""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""----------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.012"",""org_sent"":""我想听一首舒缓的音乐"",""state_winner"":null,""trim_sent"":""我想听一首舒缓的音乐"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
换一首英文的歌,local,"{""data"":{""result"":null},""demand_semantic"":{""lang"":""英文"",""operation"":""PLAY"",""service"":""musicX""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""换一首英文的歌"",""state_winner"":null,""trim_sent"":""换一首英文的歌"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
我的音乐,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""RANDOM_SEARCH"",""service"":""musicX""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""我的音乐"",""state_winner"":null,""trim_sent"":""我的音乐"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
我想听恶作剧之吻的主题曲,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""PLAY"",""service"":""musicX"",""source"":""恶作剧之吻"",""tags"":""主题曲""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""------------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""我想听恶作剧之吻的主题曲"",""state_winner"":null,""trim_sent"":""我想听恶作剧之吻的主题曲"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
关闭音乐,local,"{""data"":{""result"":null},""demand_semantic"":{""insType"":""CLOSE_MUSIC"",""service"":""musicX""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""关闭音乐"",""state_winner"":null,""trim_sent"":""关闭音乐"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
我想听广播,local,"{""data"":{""result"":null},""demand_semantic"":{""insType"":""PLAY_RADIO"",""service"":""radio""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""我想听广播"",""state_winner"":null,""trim_sent"":""我想听广播"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
我想听交通广播,local,"{""answer"":{""text"":""播放收音机的交通电台""},""data"":{""result"":null},""demand_semantic"":{""category"":""交通"",""nameOrig"":""交通广播"",""operation"":""LAUNCH"",""service"":""radio""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""我想听交通广播"",""state_winner"":null,""trim_sent"":""我想听交通广播"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
把声音调大一点,local,"{""data"":{""result"":null},""demand_semantic"":null,""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""把声音调大一点"",""trim_sent"":""把声音调大一点"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
再调大一点,local,"{""data"":{""result"":null},""demand_semantic"":null,""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""再调大一点"",""trim_sent"":""再调大一点"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""fg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
关闭广播,local,"{""data"":{""result"":null},""demand_semantic"":{""insType"":""CLOSE_RADIO"",""service"":""radio""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""关闭广播"",""state_winner"":null,""trim_sent"":""关闭广播"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
关闭,local,"{""data"":{""result"":null},""demand_semantic"":null,""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":""true"",""nlp_match_info"":""--"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""关闭"",""trim_sent"":""关闭"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""fg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
看一下联系人,local,"{""data"":{""result"":null},""demand_semantic"":{""insType"":""CONTACTS"",""operation"":""INSTRUCTION"",""service"":""telephone""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""看一下联系人"",""state_winner"":null,""trim_sent"":""看一下联系人"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""fg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
